,name,steps,cuisine
5161,crab risotto,"make the broth:. remove the meat from the crab legs.  usually, i'll break the legs at the joints, and use a pair of kitchen shears to cut them open. put the shells in the water with the carrots, chopped onions, and bay leaf. bring to a simmer and simmer for 5-10 minutes.  (if you have some extra crab, shrimp, or lobster shells in the freezer, you can throw some in.) if you don't have the carrots, you can leave them out - sometimes i add a wee bit of celery or a few whole peppercorns. strain the broth and put it back in the pan, on low heat. make the risotto:. heat up a small skillet on medium heat, add the oil, and onions. soften then onions. add the rice and stir till it’s a little toasted/opaque. add the tomato paste and allow it to cook a little. before it burns, add the wine, deglaze, let it simmer a little.  add enough broth to cover rice.  simmer, stirring or shaking the pan as necessary (probably every 30-60 seconds, try to keep the rice from sticking to the bottom), topping off broth as necessary.  after 15 minutes or so, it should be close to done, taste the rice to check the texture. (i cook it al dente - a little bit of texture left, if you prefer mushier, go for it.)  season to taste with salt and pepper. add the crab meat. cook for another minute to warm the meat. remove from heat, add the butter and parsley, and stir to melt. go easy on the parsley, but don't leave it out. if the rice is a little drier than you like, add a little more broth, but check the seasoning afterwards. if you run low on broth, you can top it off with water. if you have a lot left over, use less water next time.",Italian
5162,tuscan kale chips,"preheat oven to 250°f toss kale with oil in large bowl. sprinkle with salt and pepper. arrange leaves in single layer on 2 large baking sheets. bake until crisp, about 30 minutes for flat leaves and up to 33 minutes for wrinkled leaves. transfer leaves to rack to cool.",Italian
5163,spaghetti sauce wth meatballs,"brown half the hamburger set aside. peel tomatoes and place in pot on med/high heat. mash when start getting warm only til chuncky. add remaining ingredients except hamburger. cook about 20 min. once tomatoes are mashed to your liking add hamburger. turn heat to med low and cook for an hour. mean while make meat balls. using remaining hamburger. mix in 1 egg, 1/2 cup minced(crushed) italian croutons. salt/pepper to taste.using two 1 tsp measuring spoons shape meatballs.roll each meatball in hands and place in heated pan. brown on all sides. remove grease and place all in sauce. simmer another hour. make pasta of your choice. enjoy.",Italian
5164,diane's meatsauce for pasta,"sauté vegetables (carrot, celery, onion) with some salt in oil to soften.  add garlic and sauté 30 seconds. add ground meat breaking up and crumbling as it browns. add tomato paste and cook until paste turns dark red. add wine and reduce until almost gone. add tomatoes (optional, put through a food mill / sieve before adding). add neck bones, if using. add herbs and red pepper flakes. cook about 1 ½ hours.  adjust seasoning to taste.  better the next day.",Italian
5165,penne with sausage,"in a large skillet over med-high heat, cook sausages until browned, about 5 minutes. slice into 1/4"" thick rounds. return to skillet and cook for about 7 minutes or until no longer pink inside. stir in garlic; cook 1 minute or til golden. add wine, stirring to scrape up brown bits from skillet. cook 5 minutes or until liquid is almost absorbed. add olive oil and tomato sauce. bring to a boil, reduce heat and simmer about 5 minutes. stir in basil. meanwhile, cook penne in large pot of salted water until tender but firm. drain. in large bowl, toss pasta with sauce. top with parmesan.",Italian
5166,spicy fatboy sausage pasta,"heat oil in hot pan, and add sausage, garlic and red pepper flakes. break apart and cook until no longer pink and add cream — simmer on low. add pasta to boiling water — when the pasta's ready, so is the sausage. drain pasta and add to sausage. add butter, parmesan cheese &amp; parsley — mix well. sprinkle with a little more cheese of course and serve.",Italian
5167,italian cherry sauce,"place the cherries and sugar in a small pan, pour in scant 1/2 cup water, cover and cook over medium heat until softened.  remove the cherries with a slotted spoon and pass through a food mill into a bowl. reduce the cooking liquid over low heat, then remove from heat and let cool.  stir the cooled liquid into the cherry puree, then add the kirsch. serve.",Italian
5168,olive oil bread,"in a large bowl mix together the warm water, yeast, sugar, salt, and olive oil. stir in 2 cups of the flour in order to make a soft ball. knead in additional flour so that dough is soft and not sticky. place kneaded dough in a medium size greased bowl. cover and let rise until doubled in size. punch down dough, and form into ball or loaf shape. place onto a greased cookie sheet. cover and let rise for 15 to 20 minutes. preheat the oven to 375 degrees f (190 degrees c). bake in the preheated oven for 30 to 40 minutes, until golden brown.",Italian
5169,shrimp &amp; scallop fra diavalo,"bring 4 quarts salted water to rolling boil, covered, in large stockpot. you will add your pasta to the water during the 8 minute simmer of the sauce (see below.). while water is heating, heat 12-inch heavy-bottomed skillet over high heat for 4 minutes. meanwhile, toss seafood, half of red pepper flakes, 2 tablespoons olive oil, and 1 teaspoon salt in medium bowl. add seafood to skillet and quickly toss for about 30 seconds. it will not be finished cooking, but you will finish it later. remove from heat and add cognac; let stand off heat until cognac warms slightly, about 5 seconds, and return pan to high heat. wave a flame over skillet until cognac ignites; shake skillet until flames subside, transfer seafood to medium bowl, and set aside. off heat, cool now-empty skillet 2 minutes; return to burner and reduce heat to low. add 2 tablespoons olive oil and 5 tablespoons garlic; cook, stirring constantly, until garlic foams and is sticky and straw-colored, 7 to 10 minutes. add remaining red pepper flakes, 1 teaspoon salt, sugar, tomatoes, and wine; increase heat to medium-high, and simmer until thickened and fragrant, about 8 minutes. stir in reserved seafood and accumulated juices, remaining 1 tablespoon garlic, and parsley and simmer until seafood has heated through, about 1 minute longer. off heat, stir in butter until melted. meanwhile, while sauce simmers, add pasta to the boiling water, stir to separate pasta, cover, and cook until al dente; reserve 1/3 cup pasta cooking water and drain pasta. transfer drained pasta back to now-empty stockpot; add about 1/2 cup sauce (without seafood) and 2 to 3 tablespoons reserved pasta cooking water; toss to coat. divide pasta among warm serving bowls, top with a portion of sauce and seafood, and serve immediately with freshly grated parmesan and a nice, crusty bread to soak up the sauce!",Italian
5170,roasted garlic bread,"preheat oven to 350 and cut garlic bread in half horizontally, place on baking sheet covered with aluminum foil. remove all of the garlic bulbs from the head and pop them from their skin. arrange them on a seperate piece of aluminum foil and drizzle them in extra virgin olive oil. fold the foil over so it makes a pouch and bake in the oven for about 35-40 minutes or until the garlic turns gold and soft. remove from oven and cool. mash the garlic(it should be soft now) or pulse it in the food processor. mix the paste with the room temperature butter until evenly mixed. refrigerate it at this point for 30 minutes. make sure its mixed very well. coat the sliced bread in extra virgin olive oil and bake for 10 minutes or until the bread is slightly crispy, not toasted. let cool slightly. spread the roasted garlic butter on the bread. sprinkle the basil and cheeses on the bread and bake for 12-15 minutes or until toasted. serve with your favorite italian meal.",Italian
5171,spaghetti all'amatriciana - michael chiarello,"put the pancetta in the freezer for 30 minutes so that it will be easier to slice. start boiling water for the pasta. unroll pancetta, cut into 1 inch lengths and slice thinly across the grain. saute pancetta in oil until it renders some of its fat. don't brown or crisp it. add onions and cook for 10 minutes. put pasta in boiling water. to onions, add pepper flakes, parsley, stir, then add vinegar. let it evaporate for about 2-3 minutes, then add tomato and 1/4 c of the pasta water. simmer for a few minutes. drain pasta when it it just shy of al dente and add it to the sauce and let it cook for about 4 minutes in the sauce to absorb the flavors. put in bowl and put grated cheese on top to serve.",Italian
